,dataset_name,relation_P_ID,relation_label,tail_entity_Q_ID,tail_entity_label,count
17343,HumanWikidata5M,P19,place of birth,Q7782841,NA,6
17344,HumanWikidata5M,P19,place of birth,Q1205071,NA,6
17345,HumanWikidata5M,P19,place of birth,Q3300932,NA,6
17346,HumanWikidata5M,P19,place of birth,Q834005,NA,6
17347,HumanWikidata5M,P19,place of birth,Q1808441,NA,6
17348,HumanWikidata5M,P19,place of birth,Q383085,NA,6
17349,HumanWikidata5M,P19,place of birth,Q675363,NA,6
17350,HumanWikidata5M,P19,place of birth,Q544908,NA,6
17351,HumanWikidata5M,P19,place of birth,Q494062,NA,6
17352,HumanWikidata5M,P19,place of birth,Q1734030,NA,6
17353,HumanWikidata5M,P19,place of birth,Q947052,NA,6
17354,HumanWikidata5M,P19,place of birth,Q539292,NA,6
17355,HumanWikidata5M,P19,place of birth,Q1749748,NA,6
17356,HumanWikidata5M,P19,place of birth,Q1822215,NA,6
17357,HumanWikidata5M,P19,place of birth,Q145457,NA,6
17358,HumanWikidata5M,P19,place of birth,Q616587,NA,6
17359,HumanWikidata5M,P19,place of birth,Q991413,NA,6
17360,HumanWikidata5M,P19,place of birth,Q41978,NA,6
17361,HumanWikidata5M,P19,place of birth,Q4373371,NA,6
17362,HumanWikidata5M,P19,place of birth,Q2544149,NA,6
17363,HumanWikidata5M,P19,place of birth,Q1010525,NA,6
17364,HumanWikidata5M,P19,place of birth,Q654259,NA,6
17365,HumanWikidata5M,P19,place of birth,Q5253725,NA,6
17366,HumanWikidata5M,P19,place of birth,Q461219,NA,6
17367,HumanWikidata5M,P19,place of birth,Q818300,NA,6
17368,HumanWikidata5M,P19,place of birth,Q42150,NA,6
17369,HumanWikidata5M,P19,place of birth,Q117810,NA,6
17370,HumanWikidata5M,P19,place of birth,Q4979608,NA,6
17371,HumanWikidata5M,P19,place of birth,Q94775,NA,6
17372,HumanWikidata5M,P19,place of birth,Q475301,NA,6
17373,HumanWikidata5M,P19,place of birth,Q937631,NA,6
17374,HumanWikidata5M,P19,place of birth,Q373927,NA,6
17375,HumanWikidata5M,P19,place of birth,Q2119634,NA,6
17376,HumanWikidata5M,P19,place of birth,Q13490,NA,6
17377,HumanWikidata5M,P19,place of birth,Q736775,NA,6
17378,HumanWikidata5M,P19,place of birth,Q2733200,NA,6
17379,HumanWikidata5M,P19,place of birth,Q849584,NA,6
17380,HumanWikidata5M,P19,place of birth,Q997029,NA,6
17381,HumanWikidata5M,P19,place of birth,Q1025333,NA,6
17382,HumanWikidata5M,P19,place of birth,Q9897,NA,6
17383,HumanWikidata5M,P19,place of birth,Q503711,NA,6
17384,HumanWikidata5M,P19,place of birth,Q2095818,NA,6
17385,HumanWikidata5M,P19,place of birth,Q675965,NA,6
17386,HumanWikidata5M,P19,place of birth,Q174427,NA,6
17387,HumanWikidata5M,P19,place of birth,Q103620,NA,6
17388,HumanWikidata5M,P19,place of birth,Q990553,NA,6
17389,HumanWikidata5M,P19,place of birth,Q843028,NA,6
17390,HumanWikidata5M,P19,place of birth,Q1480109,NA,6
17391,HumanWikidata5M,P19,place of birth,Q109651,NA,6
17392,HumanWikidata5M,P19,place of birth,Q513891,NA,6
17393,HumanWikidata5M,P19,place of birth,Q5366033,NA,6
17394,HumanWikidata5M,P19,place of birth,Q384570,NA,6
17395,HumanWikidata5M,P19,place of birth,Q2076311,NA,6
17396,HumanWikidata5M,P19,place of birth,Q430328,NA,6
17397,HumanWikidata5M,P19,place of birth,Q192959,NA,6
17398,HumanWikidata5M,P19,place of birth,Q6178890,NA,6
17399,HumanWikidata5M,P19,place of birth,Q213509,NA,6
17400,HumanWikidata5M,P19,place of birth,Q65049,NA,6
17401,HumanWikidata5M,P19,place of birth,Q519763,NA,6
17402,HumanWikidata5M,P19,place of birth,Q19310,NA,6
17403,HumanWikidata5M,P19,place of birth,Q1006990,NA,6
17404,HumanWikidata5M,P19,place of birth,Q353307,NA,6
17405,HumanWikidata5M,P19,place of birth,Q14950,NA,6
17406,HumanWikidata5M,P19,place of birth,Q819387,NA,6
17407,HumanWikidata5M,P19,place of birth,Q1147853,NA,6
17408,HumanWikidata5M,P19,place of birth,Q1155226,NA,6
17409,HumanWikidata5M,P19,place of birth,Q832340,NA,6
17410,HumanWikidata5M,P19,place of birth,Q1542460,NA,6
17411,HumanWikidata5M,P19,place of birth,Q197045,NA,6
17412,HumanWikidata5M,P19,place of birth,Q2374047,NA,6
17413,HumanWikidata5M,P19,place of birth,Q676441,NA,6
17414,HumanWikidata5M,P19,place of birth,Q2330577,NA,6
17415,HumanWikidata5M,P19,place of birth,Q217808,NA,6
17416,HumanWikidata5M,P19,place of birth,Q2427371,NA,6
17417,HumanWikidata5M,P19,place of birth,Q498192,NA,6
17418,HumanWikidata5M,P19,place of birth,Q110268,NA,6
17419,HumanWikidata5M,P19,place of birth,Q285488,NA,6
17420,HumanWikidata5M,P19,place of birth,Q960402,NA,6
17421,HumanWikidata5M,P19,place of birth,Q960066,NA,6
17422,HumanWikidata5M,P19,place of birth,Q985711,NA,6
17423,HumanWikidata5M,P19,place of birth,Q192541,NA,6
17424,HumanWikidata5M,P19,place of birth,Q386243,NA,6
17425,HumanWikidata5M,P19,place of birth,Q44757,NA,6
17426,HumanWikidata5M,P19,place of birth,Q201265,NA,6
17427,HumanWikidata5M,P19,place of birth,Q161967,NA,6
17428,HumanWikidata5M,P19,place of birth,Q15124,NA,6
17429,HumanWikidata5M,P19,place of birth,Q2879328,NA,6
17430,HumanWikidata5M,P19,place of birth,Q1544846,NA,6
17431,HumanWikidata5M,P19,place of birth,Q874197,NA,6
17432,HumanWikidata5M,P19,place of birth,Q657748,NA,6
17433,HumanWikidata5M,P19,place of birth,Q819587,NA,6
17434,HumanWikidata5M,P19,place of birth,Q2087676,NA,6
17435,HumanWikidata5M,P19,place of birth,Q1234797,NA,6
17436,HumanWikidata5M,P19,place of birth,Q3875618,NA,6
17437,HumanWikidata5M,P19,place of birth,Q205332,NA,6
17438,HumanWikidata5M,P19,place of birth,Q385931,NA,6
17439,HumanWikidata5M,P19,place of birth,Q623159,NA,6
17440,HumanWikidata5M,P19,place of birth,Q2060202,NA,6
17441,HumanWikidata5M,P19,place of birth,Q1181264,NA,6
17442,HumanWikidata5M,P19,place of birth,Q336386,NA,6
17443,HumanWikidata5M,P19,place of birth,Q966224,NA,6
17444,HumanWikidata5M,P19,place of birth,Q2666737,NA,6
17445,HumanWikidata5M,P19,place of birth,Q818555,NA,6
17446,HumanWikidata5M,P19,place of birth,Q855052,NA,6
17447,HumanWikidata5M,P19,place of birth,Q847011,NA,6
17448,HumanWikidata5M,P19,place of birth,Q600706,NA,6
17449,HumanWikidata5M,P19,place of birth,Q4017844,NA,6
17450,HumanWikidata5M,P19,place of birth,Q113740,NA,6
17451,HumanWikidata5M,P19,place of birth,Q206464,NA,6
17452,HumanWikidata5M,P19,place of birth,Q749556,NA,6
17453,HumanWikidata5M,P19,place of birth,Q1130214,NA,6
17454,HumanWikidata5M,P19,place of birth,Q518929,NA,6
17455,HumanWikidata5M,P19,place of birth,Q1628188,NA,6
17456,HumanWikidata5M,P19,place of birth,Q2923580,NA,6
17457,HumanWikidata5M,P19,place of birth,Q990076,NA,6
17458,HumanWikidata5M,P19,place of birth,Q632282,NA,6
17459,HumanWikidata5M,P19,place of birth,Q986176,NA,6
17460,HumanWikidata5M,P19,place of birth,Q658218,NA,6
17461,HumanWikidata5M,P19,place of birth,Q181056,NA,6
17462,HumanWikidata5M,P19,place of birth,Q2432500,NA,6
17463,HumanWikidata5M,P19,place of birth,Q698465,NA,6
17464,HumanWikidata5M,P19,place of birth,Q94944,NA,6
17465,HumanWikidata5M,P19,place of birth,Q608194,NA,6
17466,HumanWikidata5M,P19,place of birth,Q2839314,NA,6
17467,HumanWikidata5M,P19,place of birth,Q703158,NA,6
17468,HumanWikidata5M,P19,place of birth,Q588544,NA,6
17469,HumanWikidata5M,P19,place of birth,Q510636,NA,6
17470,HumanWikidata5M,P19,place of birth,Q992586,NA,6
17471,HumanWikidata5M,P19,place of birth,Q990957,NA,6
17472,HumanWikidata5M,P19,place of birth,Q260923,NA,6
17473,HumanWikidata5M,P19,place of birth,Q321324,NA,6
17474,HumanWikidata5M,P19,place of birth,Q2433292,NA,6
17475,HumanWikidata5M,P19,place of birth,Q1026673,NA,6
17476,HumanWikidata5M,P19,place of birth,Q937344,NA,6
17477,HumanWikidata5M,P19,place of birth,Q242091,NA,6
17478,HumanWikidata5M,P19,place of birth,Q39504,NA,6
17479,HumanWikidata5M,P19,place of birth,Q1613421,NA,6
17480,HumanWikidata5M,P19,place of birth,Q205327,NA,6
17481,HumanWikidata5M,P19,place of birth,Q572280,NA,6
17482,HumanWikidata5M,P19,place of birth,Q661272,NA,6
17483,HumanWikidata5M,P19,place of birth,Q2301021,NA,6
17484,HumanWikidata5M,P19,place of birth,Q3708396,NA,6
17485,HumanWikidata5M,P19,place of birth,Q529798,NA,6
17486,HumanWikidata5M,P19,place of birth,Q639912,NA,6
17487,HumanWikidata5M,P19,place of birth,Q735842,NA,6
17488,HumanWikidata5M,P19,place of birth,Q490863,NA,6
17489,HumanWikidata5M,P19,place of birth,Q163379,NA,6
17490,HumanWikidata5M,P19,place of birth,Q2054185,NA,6
17491,HumanWikidata5M,P19,place of birth,Q989468,NA,6
17492,HumanWikidata5M,P19,place of birth,Q324884,NA,6
17493,HumanWikidata5M,P19,place of birth,Q25206,NA,6
17494,HumanWikidata5M,P19,place of birth,Q432337,NA,6
17495,HumanWikidata5M,P19,place of birth,Q791673,NA,6
17496,HumanWikidata5M,P19,place of birth,Q108067,NA,6
17497,HumanWikidata5M,P19,place of birth,Q766594,NA,6
17498,HumanWikidata5M,P19,place of birth,Q196498,NA,6
17499,HumanWikidata5M,P19,place of birth,Q112101,NA,6
17500,HumanWikidata5M,P19,place of birth,Q2411306,NA,6
17501,HumanWikidata5M,P19,place of birth,Q2963588,NA,6
17502,HumanWikidata5M,P19,place of birth,Q142101,NA,6
17503,HumanWikidata5M,P19,place of birth,Q505422,NA,6
17504,HumanWikidata5M,P19,place of birth,Q237650,NA,6
17505,HumanWikidata5M,P19,place of birth,Q2089032,NA,6
17506,HumanWikidata5M,P19,place of birth,Q2003096,NA,6
17507,HumanWikidata5M,P19,place of birth,Q168701,NA,6
17508,HumanWikidata5M,P19,place of birth,Q985622,NA,6
17509,HumanWikidata5M,P19,place of birth,Q653801,NA,6
17510,HumanWikidata5M,P19,place of birth,Q388469,NA,6
17511,HumanWikidata5M,P19,place of birth,Q1070001,NA,6
17512,HumanWikidata5M,P19,place of birth,Q988728,NA,6
17513,HumanWikidata5M,P19,place of birth,Q985273,NA,6
17514,HumanWikidata5M,P19,place of birth,Q1015727,NA,6
17515,HumanWikidata5M,P19,place of birth,Q496681,NA,6
17516,HumanWikidata5M,P19,place of birth,Q501982,NA,6
17517,HumanWikidata5M,P19,place of birth,Q567731,NA,6
17518,HumanWikidata5M,P19,place of birth,Q368160,NA,6
17519,HumanWikidata5M,P19,place of birth,Q151958,NA,6
17520,HumanWikidata5M,P19,place of birth,Q934149,NA,6
17521,HumanWikidata5M,P19,place of birth,Q799805,NA,6
17522,HumanWikidata5M,P19,place of birth,Q2372542,NA,6
17523,HumanWikidata5M,P19,place of birth,Q187969,NA,6
17524,HumanWikidata5M,P19,place of birth,Q157771,NA,6
17525,HumanWikidata5M,P19,place of birth,Q233909,NA,6
17526,HumanWikidata5M,P19,place of birth,Q2569107,NA,6
17527,HumanWikidata5M,P19,place of birth,Q72946,NA,6
17528,HumanWikidata5M,P19,place of birth,Q270297,NA,6
17529,HumanWikidata5M,P19,place of birth,Q12114,NA,6
17530,HumanWikidata5M,P19,place of birth,Q1016743,NA,6
17531,HumanWikidata5M,P19,place of birth,Q2739403,NA,6
17532,HumanWikidata5M,P19,place of birth,Q506230,NA,6
17533,HumanWikidata5M,P19,place of birth,Q168202,NA,6
17534,HumanWikidata5M,P19,place of birth,Q989941,NA,6
17535,HumanWikidata5M,P19,place of birth,Q432169,NA,6
17536,HumanWikidata5M,P19,place of birth,Q1013919,NA,6
17537,HumanWikidata5M,P19,place of birth,Q225909,NA,6
17538,HumanWikidata5M,P19,place of birth,Q575417,NA,6
17539,HumanWikidata5M,P19,place of birth,Q4882085,NA,6
17540,HumanWikidata5M,P19,place of birth,Q275547,NA,6
17541,HumanWikidata5M,P19,place of birth,Q1011615,NA,6
17542,HumanWikidata5M,P19,place of birth,Q864130,NA,6
17543,HumanWikidata5M,P19,place of birth,Q948344,NA,6
17544,HumanWikidata5M,P19,place of birth,Q2722267,NA,6
17545,HumanWikidata5M,P19,place of birth,Q1193946,NA,6
17546,HumanWikidata5M,P19,place of birth,Q105206,NA,6
17547,HumanWikidata5M,P19,place of birth,Q49000,NA,6
17548,HumanWikidata5M,P19,place of birth,Q716384,NA,6
17549,HumanWikidata5M,P19,place of birth,Q3035979,NA,6
17550,HumanWikidata5M,P19,place of birth,Q2469984,NA,6
17551,HumanWikidata5M,P19,place of birth,Q1247822,NA,6
17552,HumanWikidata5M,P19,place of birth,Q586722,NA,6
17553,HumanWikidata5M,P19,place of birth,Q2323139,NA,6
17554,HumanWikidata5M,P19,place of birth,Q506779,NA,6
17555,HumanWikidata5M,P19,place of birth,Q15639,NA,6
17556,HumanWikidata5M,P19,place of birth,Q1911096,NA,6
17557,HumanWikidata5M,P19,place of birth,Q224202,NA,6
17558,HumanWikidata5M,P19,place of birth,Q72030,NA,6
17559,HumanWikidata5M,P19,place of birth,Q850676,NA,6
17560,HumanWikidata5M,P19,place of birth,Q2429681,NA,6
17561,HumanWikidata5M,P19,place of birth,Q327,NA,6
17562,HumanWikidata5M,P19,place of birth,Q991400,NA,6
17563,HumanWikidata5M,P19,place of birth,Q567827,NA,6
17564,HumanWikidata5M,P19,place of birth,Q503181,NA,6
17565,HumanWikidata5M,P19,place of birth,Q114923,NA,6
17566,HumanWikidata5M,P19,place of birth,Q48033,NA,6
17567,HumanWikidata5M,P19,place of birth,Q113875,NA,6
17568,HumanWikidata5M,P19,place of birth,Q1467944,NA,6
17569,HumanWikidata5M,P19,place of birth,Q3708230,NA,6
17570,HumanWikidata5M,P19,place of birth,Q2310637,NA,6
17571,HumanWikidata5M,P19,place of birth,Q183485,NA,6
17572,HumanWikidata5M,P19,place of birth,Q826711,NA,6
17573,HumanWikidata5M,P19,place of birth,Q744550,NA,6
17574,HumanWikidata5M,P19,place of birth,Q142017,NA,6
17575,HumanWikidata5M,P19,place of birth,Q209036,NA,6
17576,HumanWikidata5M,P19,place of birth,Q385320,NA,6
17577,HumanWikidata5M,P19,place of birth,Q123369,NA,6
17578,HumanWikidata5M,P19,place of birth,Q817481,NA,6
17579,HumanWikidata5M,P19,place of birth,Q44208,NA,6
17580,HumanWikidata5M,P19,place of birth,Q823502,NA,6
17581,HumanWikidata5M,P19,place of birth,Q1642036,NA,6
17582,HumanWikidata5M,P19,place of birth,Q9174369,NA,6
17583,HumanWikidata5M,P19,place of birth,Q50345,NA,6
17584,HumanWikidata5M,P19,place of birth,Q1181009,NA,6
17585,HumanWikidata5M,P19,place of birth,Q2308319,NA,6
17586,HumanWikidata5M,P19,place of birth,Q1086337,NA,6
17587,HumanWikidata5M,P19,place of birth,Q399976,NA,6
17588,HumanWikidata5M,P19,place of birth,Q990433,NA,6
17589,HumanWikidata5M,P19,place of birth,Q55845,NA,6
17590,HumanWikidata5M,P19,place of birth,Q16143,NA,6
17591,HumanWikidata5M,P19,place of birth,Q1413051,NA,6
17592,HumanWikidata5M,P19,place of birth,Q721359,NA,6
17593,HumanWikidata5M,P19,place of birth,Q936217,NA,6
17594,HumanWikidata5M,P19,place of birth,Q250531,NA,6
17595,HumanWikidata5M,P19,place of birth,Q316779,NA,6
17596,HumanWikidata5M,P19,place of birth,Q3352699,NA,6
17597,HumanWikidata5M,P19,place of birth,Q72497,NA,6
17598,HumanWikidata5M,P19,place of birth,Q522362,NA,6
17599,HumanWikidata5M,P19,place of birth,Q2218481,NA,6
17600,HumanWikidata5M,P19,place of birth,Q954300,NA,6
17601,HumanWikidata5M,P19,place of birth,Q334985,NA,6
17602,HumanWikidata5M,P19,place of birth,Q325627,NA,6
17603,HumanWikidata5M,P19,place of birth,Q498865,NA,6
17604,HumanWikidata5M,P19,place of birth,Q219593,NA,6
17605,HumanWikidata5M,P19,place of birth,Q1788078,NA,6
17606,HumanWikidata5M,P19,place of birth,Q943351,NA,6
17607,HumanWikidata5M,P19,place of birth,Q507080,NA,6
17608,HumanWikidata5M,P19,place of birth,Q237254,NA,6
17609,HumanWikidata5M,P19,place of birth,Q963451,NA,6
17610,HumanWikidata5M,P19,place of birth,Q693093,NA,6
17611,HumanWikidata5M,P19,place of birth,Q159217,NA,6
17612,HumanWikidata5M,P19,place of birth,Q817216,NA,6
17613,HumanWikidata5M,P19,place of birth,Q985289,NA,6
17614,HumanWikidata5M,P19,place of birth,Q1192416,NA,6
17615,HumanWikidata5M,P19,place of birth,Q252660,NA,6
17616,HumanWikidata5M,P19,place of birth,Q1869186,NA,6
17617,HumanWikidata5M,P19,place of birth,Q476497,NA,6
17618,HumanWikidata5M,P19,place of birth,Q833946,NA,6
17619,HumanWikidata5M,P19,place of birth,Q270787,NA,6
17620,HumanWikidata5M,P19,place of birth,Q688620,NA,6
17621,HumanWikidata5M,P19,place of birth,Q100145,NA,6
17622,HumanWikidata5M,P19,place of birth,Q497208,NA,6
17623,HumanWikidata5M,P19,place of birth,Q30940,NA,6
17624,HumanWikidata5M,P19,place of birth,Q68210,NA,6
17625,HumanWikidata5M,P19,place of birth,Q7507650,NA,6
17626,HumanWikidata5M,P19,place of birth,Q986295,NA,6
17627,HumanWikidata5M,P19,place of birth,Q67040,NA,6
17628,HumanWikidata5M,P19,place of birth,Q497764,NA,6
17629,HumanWikidata5M,P19,place of birth,Q496080,NA,6
17630,HumanWikidata5M,P19,place of birth,Q1881422,NA,6
17631,HumanWikidata5M,P19,place of birth,Q217131,NA,6
17632,HumanWikidata5M,P19,place of birth,Q493610,NA,6
17633,HumanWikidata5M,P19,place of birth,Q744553,NA,6
17634,HumanWikidata5M,P19,place of birth,Q176142,NA,6
17635,HumanWikidata5M,P19,place of birth,Q1004298,NA,6
17636,HumanWikidata5M,P19,place of birth,Q487931,NA,6
17637,HumanWikidata5M,P19,place of birth,Q1922283,NA,6
17638,HumanWikidata5M,P19,place of birth,Q768864,NA,6
17639,HumanWikidata5M,P19,place of birth,Q275630,NA,6
17640,HumanWikidata5M,P19,place of birth,Q1012355,NA,6
17641,HumanWikidata5M,P19,place of birth,Q504579,NA,6
17642,HumanWikidata5M,P19,place of birth,Q47894,NA,6
17643,HumanWikidata5M,P19,place of birth,Q289852,NA,6
17644,HumanWikidata5M,P19,place of birth,Q2290708,NA,6
17645,HumanWikidata5M,P19,place of birth,Q2736509,NA,6
17646,HumanWikidata5M,P19,place of birth,Q577903,NA,6
17647,HumanWikidata5M,P19,place of birth,Q149782,NA,6
17648,HumanWikidata5M,P19,place of birth,Q2648766,NA,6
17649,HumanWikidata5M,P19,place of birth,Q394453,NA,6
17650,HumanWikidata5M,P19,place of birth,Q919617,NA,6
17651,HumanWikidata5M,P19,place of birth,Q935692,NA,6
17652,HumanWikidata5M,P19,place of birth,Q956464,NA,6
17653,HumanWikidata5M,P19,place of birth,Q632266,NA,6
17654,HumanWikidata5M,P19,place of birth,Q2199636,NA,6
17655,HumanWikidata5M,P19,place of birth,Q449593,NA,6
17656,HumanWikidata5M,P19,place of birth,Q1649661,NA,6
17657,HumanWikidata5M,P19,place of birth,Q2119844,NA,6
17658,HumanWikidata5M,P19,place of birth,Q133037,NA,6
17659,HumanWikidata5M,P19,place of birth,Q7683850,NA,6
17660,HumanWikidata5M,P19,place of birth,Q1592322,NA,6
17661,HumanWikidata5M,P19,place of birth,Q691016,NA,6
17662,HumanWikidata5M,P19,place of birth,Q627234,NA,6
17663,HumanWikidata5M,P19,place of birth,Q41992,NA,6
17664,HumanWikidata5M,P19,place of birth,Q2022432,NA,6
17665,HumanWikidata5M,P19,place of birth,Q2405555,NA,6
17666,HumanWikidata5M,P19,place of birth,Q141500,NA,6
17667,HumanWikidata5M,P19,place of birth,Q8055421,NA,6
17668,HumanWikidata5M,P19,place of birth,Q5680222,NA,6
17669,HumanWikidata5M,P19,place of birth,Q4851462,NA,6
17670,HumanWikidata5M,P19,place of birth,Q1739029,NA,6
17671,HumanWikidata5M,P19,place of birth,Q4464772,NA,6
17672,HumanWikidata5M,P19,place of birth,Q958049,NA,6
17673,HumanWikidata5M,P19,place of birth,Q142072,NA,6
17674,HumanWikidata5M,P19,place of birth,Q887204,NA,6
17675,HumanWikidata5M,P19,place of birth,Q30630,NA,6
17676,HumanWikidata5M,P19,place of birth,Q1032220,NA,6
17677,HumanWikidata5M,P19,place of birth,Q978968,NA,6
17678,HumanWikidata5M,P19,place of birth,Q506291,NA,6
17679,HumanWikidata5M,P19,place of birth,Q2469271,NA,6
17680,HumanWikidata5M,P19,place of birth,Q4724224,NA,6
17681,HumanWikidata5M,P19,place of birth,Q1150895,NA,6
17682,HumanWikidata5M,P19,place of birth,Q13660,NA,6
17683,HumanWikidata5M,P19,place of birth,Q2473717,NA,6
17684,HumanWikidata5M,P19,place of birth,Q490941,NA,6
17685,HumanWikidata5M,P19,place of birth,Q1181940,NA,6
17686,HumanWikidata5M,P19,place of birth,Q451053,NA,6
17687,HumanWikidata5M,P19,place of birth,Q254107,NA,6
17688,HumanWikidata5M,P19,place of birth,Q1373601,NA,6
17689,HumanWikidata5M,P19,place of birth,Q4201085,NA,6
17690,HumanWikidata5M,P19,place of birth,Q927537,NA,6
17691,HumanWikidata5M,P19,place of birth,Q2729500,NA,6
17692,HumanWikidata5M,P19,place of birth,Q115182,NA,6
17693,HumanWikidata5M,P19,place of birth,Q1772658,NA,6
17694,HumanWikidata5M,P19,place of birth,Q5757082,NA,6
17695,HumanWikidata5M,P19,place of birth,Q374619,NA,6
17696,HumanWikidata5M,P19,place of birth,Q54073,NA,6
17697,HumanWikidata5M,P19,place of birth,Q855122,NA,6
17698,HumanWikidata5M,P19,place of birth,Q1883669,NA,6
17699,HumanWikidata5M,P19,place of birth,Q209142,NA,6
17700,HumanWikidata5M,P19,place of birth,Q67106,NA,6
17701,HumanWikidata5M,P19,place of birth,Q286753,NA,6
17702,HumanWikidata5M,P19,place of birth,Q193505,NA,6
17703,HumanWikidata5M,P19,place of birth,Q273863,NA,6
17704,HumanWikidata5M,P19,place of birth,Q405351,NA,6
17705,HumanWikidata5M,P19,place of birth,Q80096,NA,6
17706,HumanWikidata5M,P19,place of birth,Q990236,NA,6
17707,HumanWikidata5M,P19,place of birth,Q397759,NA,6
17708,HumanWikidata5M,P19,place of birth,Q91350,NA,6
17709,HumanWikidata5M,P19,place of birth,Q15916,NA,6
17710,HumanWikidata5M,P19,place of birth,Q986180,NA,6
17711,HumanWikidata5M,P19,place of birth,Q3387912,NA,6
17712,HumanWikidata5M,P19,place of birth,Q93210,NA,6
17713,HumanWikidata5M,P19,place of birth,Q7571458,NA,6
17714,HumanWikidata5M,P19,place of birth,Q2309359,NA,6
17715,HumanWikidata5M,P19,place of birth,Q520922,NA,6
17716,HumanWikidata5M,P19,place of birth,Q932039,NA,6
17717,HumanWikidata5M,P19,place of birth,Q69148,NA,6
17718,HumanWikidata5M,P19,place of birth,Q3899034,NA,6
17719,HumanWikidata5M,P19,place of birth,Q2636013,NA,6
17720,HumanWikidata5M,P19,place of birth,Q754638,NA,6
17721,HumanWikidata5M,P19,place of birth,Q504318,NA,6
17722,HumanWikidata5M,P19,place of birth,Q1949544,NA,6
17723,HumanWikidata5M,P19,place of birth,Q145115,NA,6
17724,HumanWikidata5M,P19,place of birth,Q956732,NA,6
17725,HumanWikidata5M,P19,place of birth,Q650500,NA,6
17726,HumanWikidata5M,P19,place of birth,Q1003240,NA,6
17727,HumanWikidata5M,P19,place of birth,Q1012390,NA,6
17728,HumanWikidata5M,P19,place of birth,Q1011125,NA,6
17729,HumanWikidata5M,P19,place of birth,Q383492,NA,6
17730,HumanWikidata5M,P19,place of birth,Q706161,NA,6
17731,HumanWikidata5M,P19,place of birth,Q815053,NA,6
17732,HumanWikidata5M,P19,place of birth,Q14896,NA,6
17733,HumanWikidata5M,P19,place of birth,Q631340,NA,6
17734,HumanWikidata5M,P19,place of birth,Q2681239,NA,6
17735,HumanWikidata5M,P19,place of birth,Q485383,NA,6
17736,HumanWikidata5M,P19,place of birth,Q2733575,NA,6
17737,HumanWikidata5M,P19,place of birth,Q1143712,NA,6
17738,HumanWikidata5M,P19,place of birth,Q318085,NA,6
17739,HumanWikidata5M,P19,place of birth,Q3644550,NA,6
17740,HumanWikidata5M,P19,place of birth,Q835838,NA,6
17741,HumanWikidata5M,P19,place of birth,Q50338,NA,6
17742,HumanWikidata5M,P19,place of birth,Q214820,NA,6
17743,HumanWikidata5M,P19,place of birth,Q634011,NA,6
17744,HumanWikidata5M,P19,place of birth,Q769578,NA,6
17745,HumanWikidata5M,P19,place of birth,Q2516663,NA,6
17746,HumanWikidata5M,P19,place of birth,Q459773,NA,6
17747,HumanWikidata5M,P19,place of birth,Q862079,NA,6
17748,HumanWikidata5M,P19,place of birth,Q1649619,NA,6
17749,HumanWikidata5M,P19,place of birth,Q646725,NA,6
17750,HumanWikidata5M,P19,place of birth,Q206353,NA,6
17751,HumanWikidata5M,P19,place of birth,Q3470455,NA,6
17752,HumanWikidata5M,P19,place of birth,Q1012003,NA,6
17753,HumanWikidata5M,P19,place of birth,Q1132883,NA,6
17754,HumanWikidata5M,P19,place of birth,Q159987,NA,6
17755,HumanWikidata5M,P19,place of birth,Q2279189,NA,6
17756,HumanWikidata5M,P19,place of birth,Q2049231,NA,6
17757,HumanWikidata5M,P19,place of birth,Q6783,NA,6
17758,HumanWikidata5M,P19,place of birth,Q503622,NA,6
17759,HumanWikidata5M,P19,place of birth,Q1005403,NA,6
17760,HumanWikidata5M,P19,place of birth,Q152396,NA,6
17761,HumanWikidata5M,P19,place of birth,Q1816735,NA,6
17762,HumanWikidata5M,P19,place of birth,Q672948,NA,6
17763,HumanWikidata5M,P19,place of birth,Q153663,NA,6
17764,HumanWikidata5M,P19,place of birth,Q1639867,NA,6
17765,HumanWikidata5M,P19,place of birth,Q995152,NA,6
17766,HumanWikidata5M,P19,place of birth,Q44397,NA,6
17767,HumanWikidata5M,P19,place of birth,Q405585,NA,6
17768,HumanWikidata5M,P19,place of birth,Q161919,NA,6
17769,HumanWikidata5M,P19,place of birth,Q750443,NA,6
17770,HumanWikidata5M,P19,place of birth,Q387419,NA,6
17771,HumanWikidata5M,P19,place of birth,Q834850,NA,6
17772,HumanWikidata5M,P19,place of birth,Q1917375,NA,6
17773,HumanWikidata5M,P19,place of birth,Q167800,NA,6
17774,HumanWikidata5M,P19,place of birth,Q1192713,NA,6
17775,HumanWikidata5M,P19,place of birth,Q1677361,NA,6
17776,HumanWikidata5M,P19,place of birth,Q2318103,NA,6
17777,HumanWikidata5M,P19,place of birth,Q22752,NA,6
17778,HumanWikidata5M,P19,place of birth,Q2656511,NA,6
17779,HumanWikidata5M,P19,place of birth,Q44803,NA,6
17780,HumanWikidata5M,P19,place of birth,Q199952,NA,6
17781,HumanWikidata5M,P19,place of birth,Q956607,NA,6
17782,HumanWikidata5M,P19,place of birth,Q158904,NA,6
17783,HumanWikidata5M,P19,place of birth,Q2093361,NA,6
17784,HumanWikidata5M,P19,place of birth,Q575283,NA,6
17785,HumanWikidata5M,P19,place of birth,Q754726,NA,6
17786,HumanWikidata5M,P19,place of birth,Q657744,NA,6
17787,HumanWikidata5M,P19,place of birth,Q816072,NA,6
